date,description,expense/income,amount
2023-06-21,Travel,Expense,119.98
2023-02-03,Shopping,Expense,119.98
2023-06-18,Rent,Expense,119.98
2023-02-18,Entertainment,Expense,119.98
2023-10-13,Rent,Expense,119.98
2023-12-14,Medical,Expense,119.98
2023-07-17,Food,Expense,119.98
2023-05-26,Rent,Expense,119.98
2023-05-10,Food,Expense,119.98
2023-12-03,Shopping,Expense,119.98
2023-11-05,Food,Expense,119.98
2023-03-18,Rent,Expense,119.98
2023-06-20,Entertainment,Expense,119.98
2023-02-11,Travel,Expense,119.98
2023-10-26,Entertainment,Expense,119.98
2023-12-06,Entertainment,Expense,119.98
2023-03-14,Travel,Expense,119.98
2023-06-29,Shopping,Expense,119.98
2023-06-08,Rent,Expense,119.98
2023-12-02,Shopping,Expense,119.98
2023-12-24,Medical,Expense,119.98
2023-12-06,Medical,Expense,119.98
2023-07-20,Food,Expense,119.98
2023-03-08,Entertainment,Expense,119.98
2023-11-01,Shopping,Expense,119.98
2023-12-29,Travel,Expense,119.98
2023-02-13,Shopping,Expense,119.98
2023-06-08,Food,Expense,119.98
2023-10-14,Rent,Expense,119.98
2023-07-12,Entertainment,Expense,119.98
2023-11-26,Entertainment,Expense,119.98
2023-06-18,Shopping,Expense,119.98
2023-03-07,Food,Expense,119.98
2023-12-10,Medical,Expense,119.98
2023-12-26,Travel,Expense,119.98
2023-12-17,Rent,Expense,119.98
2023-09-27,Shopping,Expense,119.98
2023-02-17,Shopping,Expense,119.98
2023-11-27,Travel,Expense,119.98
2023-12-10,Medical,Expense,119.98
2023-08-05,Shopping,Expense,119.98
2023-09-18,Travel,Expense,119.98
2023-07-05,Entertainment,Expense,119.98
2023-01-10,Entertainment,Expense,119.98
2023-07-05,Travel,Expense,119.98
2023-06-08,Rent,Expense,119.98
2023-04-03,Entertainment,Expense,119.98
2023-04-20,Travel,Expense,119.98
2023-06-24,Travel,Expense,119.98
2023-09-06,Entertainment,Expense,119.98
2023-04-09,Travel,Expense,119.98
2023-04-26,Shopping,Expense,119.98
2023-03-12,Travel,Expense,119.98
2023-03-21,Travel,Expense,119.98
2023-02-09,Travel,Expense,119.98
2023-06-01,Travel,Expense,119.98
2023-02-21,Medical,Expense,119.98
2023-09-17,Shopping,Expense,119.98
2023-10-04,Travel,Expense,119.98
2023-09-27,Food,Expense,119.98
2023-01-20,Food,Expense,119.98
2023-12-05,Food,Expense,119.98
2023-06-22,Entertainment,Expense,119.98
2023-11-13,Entertainment,Expense,119.98
2023-03-09,Rent,Expense,119.98
2023-11-02,Medical,Expense,119.98
2023-07-12,Food,Expense,119.98
2023-03-20,Medical,Expense,119.98
2023-03-25,Food,Expense,119.98
2023-04-03,Rent,Expense,119.98
2023-12-21,Shopping,Expense,119.98
2023-11-16,Medical,Expense,119.98
2023-03-26,Shopping,Expense,119.98
2023-08-13,Rent,Expense,119.98
2023-01-23,Medical,Expense,119.98
2023-07-30,Shopping,Expense,119.98
2023-07-06,Rent,Expense,119.98
2023-12-13,Travel,Expense,119.98
2023-05-02,Medical,Expense,119.98
2023-08-16,Shopping,Expense,119.98
2023-11-09,Rent,Expense,119.98
2023-05-26,Travel,Expense,119.98
2023-08-18,Medical,Expense,119.98
2023-04-30,Travel,Expense,119.98
2023-10-01,Food,Expense,119.98
2023-05-03,Medical,Expense,119.98
2023-06-08,Rent,Expense,119.98
2023-08-29,Rent,Expense,119.98
2023-04-10,Medical,Expense,119.98
2023-07-08,Food,Expense,119.98
2023-12-14,Medical,Expense,119.98
2023-10-20,Shopping,Expense,119.98
2023-08-14,Rent,Expense,119.98
2023-08-25,Entertainment,Expense,119.98
2023-05-25,Travel,Expense,119.98
2023-07-15,Rent,Expense,119.98
2023-09-15,Food,Expense,119.98
2023-09-28,Entertainment,Expense,119.98
2023-08-03,Medical,Expense,119.98
2023-03-24,Rent,Expense,119.98
2023-04-13,Shopping,Expense,119.98
2023-11-06,Entertainment,Expense,119.98
2023-03-12,Food,Expense,119.98
2023-05-09,Food,Expense,119.98
2023-01-27,Entertainment,Expense,119.98
2023-11-25,Travel,Expense,119.98
2023-09-04,Rent,Expense,119.98
2023-07-10,Medical,Expense,119.98
2023-10-11,Food,Expense,119.98
2023-02-22,Shopping,Expense,119.98
2023-12-31,Shopping,Expense,119.98
2023-09-22,Medical,Expense,119.98
2023-03-05,Shopping,Expense,119.98
2023-05-26,Travel,Expense,119.98
2023-02-12,Medical,Expense,119.98
2023-03-24,Shopping,Expense,119.98
2023-05-20,Travel,Expense,119.98
2023-08-19,Shopping,Expense,119.98
2023-09-20,Rent,Expense,119.98
2023-03-17,Medical,Expense,119.98
2023-08-12,Shopping,Expense,119.98
2023-02-16,Shopping,Expense,119.98
2023-04-24,Travel,Expense,119.98
2023-08-19,Rent,Expense,119.98
2023-06-28,Rent,Expense,119.98
2023-01-14,Travel,Expense,119.98
2023-08-01,Rent,Expense,119.98
2023-01-28,Entertainment,Expense,119.98
2023-07-22,Shopping,Expense,119.98
2023-09-15,Shopping,Expense,119.98
2023-07-11,Rent,Expense,119.98
2023-05-01,Shopping,Expense,119.98
2023-07-17,Rent,Expense,119.98
2023-02-11,Travel,Expense,119.98
2023-07-11,Medical,Expense,119.98
2023-04-25,Travel,Expense,119.98
2023-01-15,Medical,Expense,119.98
2023-06-13,Entertainment,Expense,119.98
2023-02-20,Travel,Expense,119.98
2023-11-29,Food,Expense,119.98
2023-06-21,Entertainment,Expense,119.98
2023-03-16,Shopping,Expense,119.98
2023-03-12,Travel,Expense,119.98
2023-01-20,Medical,Expense,119.98
2023-05-27,Rent,Expense,119.98
2023-08-30,Rent,Expense,119.98
2023-12-23,Travel,Expense,119.98
2023-03-13,Travel,Expense,119.98
2023-12-28,Entertainment,Expense,119.98
2023-08-29,Travel,Expense,119.98
2023-08-18,Rent,Expense,119.98
2023-11-12,Food,Expense,119.98
2023-01-03,Travel,Expense,119.98
2023-02-10,Rent,Expense,119.98
2023-01-10,Rent,Expense,119.98
2023-05-12,Travel,Expense,119.98
2023-04-21,Entertainment,Expense,119.98
2023-03-18,Medical,Expense,119.98
2023-10-08,Medical,Expense,119.98
2023-11-08,Entertainment,Expense,119.98
2023-09-28,Shopping,Expense,119.98
2023-08-05,Rent,Expense,119.98
2023-02-26,Shopping,Expense,119.98
2023-05-28,Shopping,Expense,119.98
2023-05-02,Medical,Expense,119.98
2023-06-04,Medical,Expense,119.98
2023-03-04,Food,Expense,119.98
2023-01-25,Rent,Expense,119.98
2023-05-03,Food,Expense,119.98
2023-08-03,Entertainment,Expense,119.98
2023-11-24,Travel,Expense,119.98
2023-11-15,Food,Expense,119.98
2023-08-23,Travel,Expense,119.98
2023-02-02,Shopping,Expense,119.98
2023-02-26,Rent,Expense,119.98
2023-09-13,Entertainment,Expense,119.98
2023-11-02,Food,Expense,119.98
2023-10-02,Rent,Expense,119.98
2023-01-09,Entertainment,Expense,119.98
2023-11-20,Shopping,Expense,119.98
2023-09-21,Shopping,Expense,119.98
2023-10-22,Shopping,Expense,119.98
2023-05-04,Shopping,Expense,119.98
2023-03-15,Medical,Expense,119.98
2023-05-30,Medical,Expense,119.98
2023-08-08,Shopping,Expense,119.98
2023-01-01,Shopping,Expense,119.98
2023-11-11,Food,Expense,119.98
2023-06-30,Rent,Expense,119.98
2023-05-04,Food,Expense,119.98
2023-10-20,Shopping,Expense,119.98
2023-08-02,Entertainment,Expense,119.98
2023-04-06,Medical,Expense,119.98
2023-12-07,Travel,Expense,119.98
2023-12-09,Medical,Expense,119.98
2023-02-13,Medical,Expense,119.98
2023-09-26,Entertainment,Expense,119.98
2023-07-04,Entertainment,Expense,119.98
2023-02-04,Medical,Expense,119.98
2023-09-27,Travel,Expense,119.98
2023-10-06,Shopping,Expense,119.98
2023-09-17,Shopping,Expense,119.98
2023-09-17,Shopping,Expense,119.98
2023-10-11,Entertainment,Expense,119.98
2023-01-11,Medical,Expense,119.98
2023-07-19,Rent,Expense,119.98
2023-08-29,Entertainment,Expense,119.98
2023-01-23,Rent,Expense,119.98
2023-11-22,Food,Expense,119.98
2023-07-18,Rent,Expense,119.98
2023-07-11,Medical,Expense,119.98
2023-05-10,Shopping,Expense,119.98
2023-01-09,Rent,Expense,119.98
2023-07-02,Entertainment,Expense,119.98
2023-02-04,Travel,Expense,119.98
2023-06-26,Travel,Expense,119.98
2023-05-04,Entertainment,Expense,119.98
2023-12-03,Shopping,Expense,119.98
2023-11-18,Rent,Expense,119.98
2023-02-23,Entertainment,Expense,119.98
2023-10-25,Medical,Expense,119.98
2023-06-20,Medical,Expense,119.98
2023-03-10,Rent,Expense,119.98
2023-01-23,Food,Expense,119.98
2023-06-30,Food,Expense,119.98
2023-10-07,Travel,Expense,119.98
2023-06-23,Shopping,Expense,119.98
2023-11-26,Travel,Expense,119.98
2023-03-31,Shopping,Expense,119.98
2023-12-17,Shopping,Expense,119.98
2023-08-26,Entertainment,Expense,119.98
2023-12-23,Shopping,Expense,119.98
2023-09-03,Entertainment,Expense,119.98
2023-11-20,Shopping,Expense,119.98
2023-04-04,Medical,Expense,119.98
2023-03-11,Entertainment,Expense,119.98
2023-02-02,Rent,Expense,119.98
2023-08-23,Shopping,Expense,119.98
2023-01-19,Rent,Expense,119.98
2023-05-31,Shopping,Expense,119.98
2023-04-14,Entertainment,Expense,119.98
2023-01-23,Medical,Expense,119.98
2023-04-13,Medical,Expense,119.98
2023-01-22,Rent,Expense,119.98
2023-06-11,Rent,Expense,119.98
2023-06-08,Travel,Expense,119.98
2023-09-21,Travel,Expense,119.98
2023-07-23,Food,Expense,119.98
2023-10-06,Travel,Expense,119.98
2023-08-31,Entertainment,Expense,119.98
2023-05-10,Travel,Expense,119.98
2023-01-19,Entertainment,Expense,119.98
2023-11-28,Shopping,Expense,119.98
2023-04-08,Entertainment,Expense,119.98
2023-05-27,Entertainment,Expense,119.98
2023-07-02,Entertainment,Expense,119.98
2023-01-25,Food,Expense,119.98
2023-12-02,Travel,Expense,119.98
2023-06-19,Travel,Expense,119.98
2023-05-20,Rent,Expense,119.98
2023-03-05,Food,Expense,119.98
2023-07-08,Food,Expense,119.98
2023-08-12,Food,Expense,119.98
2023-07-24,Rent,Expense,119.98
2023-08-14,Medical,Expense,119.98
2023-07-17,Food,Expense,119.98
2023-06-23,Food,Expense,119.98
2023-04-06,Rent,Expense,119.98
2023-09-12,Medical,Expense,119.98
2023-12-21,Food,Expense,119.98
2023-09-12,Food,Expense,119.98
2023-07-08,Shopping,Expense,119.98
2023-09-23,Medical,Expense,119.98
2023-05-17,Travel,Expense,119.98
2023-02-12,Food,Expense,119.98
2023-08-06,Entertainment,Expense,119.98
2023-02-10,Rent,Expense,119.98
2023-08-09,Shopping,Expense,119.98
2023-11-05,Travel,Expense,119.98
2023-04-03,Travel,Expense,119.98
2023-10-07,Entertainment,Expense,119.98
2023-05-31,Shopping,Expense,119.98
2023-06-14,Rent,Expense,119.98
2023-02-22,Entertainment,Expense,119.98
2023-02-10,Travel,Expense,119.98
2023-06-17,Travel,Expense,119.98
2023-12-05,Medical,Expense,119.98
2023-06-01,Travel,Expense,119.98
2023-06-06,Food,Expense,119.98
2023-08-17,Food,Expense,119.98
2023-11-05,Entertainment,Expense,119.98
2023-08-07,Shopping,Expense,119.98
2023-03-27,Shopping,Expense,119.98
2023-12-20,Rent,Expense,119.98
2023-08-16,Rent,Expense,119.98
2023-06-29,Medical,Expense,119.98
2023-08-17,Shopping,Expense,119.98
2023-01-22,Medical,Expense,119.98
2023-06-30,Rent,Expense,119.98
2023-11-11,Travel,Expense,119.98
2023-08-11,Entertainment,Expense,119.98
2023-05-21,Medical,Expense,119.98
2023-11-24,Travel,Expense,119.98
2023-01-30,Medical,Expense,119.98
2023-02-08,Medical,Expense,119.98
2023-12-10,Rent,Expense,119.98
2023-11-23,Entertainment,Expense,119.98
2023-07-27,Entertainment,Expense,119.98
2023-07-06,Entertainment,Expense,119.98
2023-09-20,Medical,Expense,119.98
2023-12-14,Rent,Expense,119.98
2023-03-23,Medical,Expense,119.98
2023-01-16,Entertainment,Expense,119.98
2023-03-15,Entertainment,Expense,119.98
2023-11-08,Medical,Expense,119.98
2023-12-14,Shopping,Expense,119.98
2023-08-13,Shopping,Expense,119.98
2023-01-18,Rent,Expense,119.98
2023-03-06,Medical,Expense,119.98
2023-02-04,Travel,Expense,119.98
2023-05-01,Food,Expense,119.98
2023-11-27,Rent,Expense,119.98
2023-07-07,Shopping,Expense,119.98
2023-07-05,Shopping,Expense,119.98
2023-07-16,Rent,Expense,119.98
2023-10-18,Shopping,Expense,119.98
2023-01-17,Travel,Expense,119.98
2023-11-06,Shopping,Expense,119.98
2023-03-20,Food,Expense,119.98
2023-12-14,Food,Expense,119.98
2023-08-19,Medical,Expense,119.98
2023-07-09,Travel,Expense,119.98
2023-07-10,Shopping,Expense,119.98
2023-08-16,Shopping,Expense,119.98
2023-02-09,Rent,Expense,119.98
2023-10-21,Medical,Expense,119.98
2023-03-12,Food,Expense,119.98
2023-09-29,Entertainment,Expense,119.98
2023-07-07,Rent,Expense,119.98
2023-07-23,Rent,Expense,119.98
2023-06-10,Shopping,Expense,119.98
2023-11-29,Food,Expense,119.98
2023-05-23,Rent,Expense,119.98
2023-05-08,Shopping,Expense,119.98
2023-02-28,Medical,Expense,119.98
2023-01-14,Travel,Expense,119.98
2023-04-06,Food,Expense,119.98
2023-09-13,Medical,Expense,119.98
2023-09-23,Shopping,Expense,119.98
2023-07-18,Travel,Expense,119.98
2023-10-15,Rent,Expense,119.98
2023-03-02,Medical,Expense,119.98
2023-05-15,Rent,Expense,119.98
2023-05-14,Rent,Expense,119.98
2023-12-27,Travel,Expense,119.98
2023-08-17,Travel,Expense,119.98
2023-04-20,Entertainment,Expense,119.98
2023-11-10,Entertainment,Expense,119.98
2023-05-27,Entertainment,Expense,119.98
2023-12-22,Rent,Expense,119.98
2023-09-09,Rent,Expense,119.98
2023-04-13,Travel,Expense,119.98
2023-03-04,Shopping,Expense,119.98
2023-03-11,Food,Expense,119.98
2023-02-07,Rent,Expense,119.98
2023-08-20,Entertainment,Expense,119.98
2023-03-30,Travel,Expense,119.98
2023-08-16,Medical,Expense,119.98
2023-02-14,Medical,Expense,119.98
2023-12-16,Entertainment,Expense,119.98
2023-06-13,Entertainment,Expense,119.98
2023-12-08,Shopping,Expense,119.98
2023-06-27,Shopping,Expense,119.98
2023-12-30,Entertainment,Expense,119.98
2023-02-03,Entertainment,Expense,119.98
2023-10-09,Medical,Expense,119.98
2023-10-05,Shopping,Expense,119.98
2023-05-29,Rent,Expense,119.98
2023-06-03,Travel,Expense,119.98
2023-03-22,Food,Expense,119.98
2023-12-31,Travel,Expense,119.98
2023-12-30,Travel,Expense,119.98
2023-12-25,Shopping,Expense,119.98
2023-11-23,Food,Expense,119.98
2023-03-31,Entertainment,Expense,119.98
2023-07-05,Rent,Expense,119.98
2023-09-18,Medical,Expense,119.98
2023-04-25,Rent,Expense,119.98
2023-03-04,Shopping,Expense,119.98
2023-04-13,Entertainment,Expense,119.98
2023-03-13,Medical,Expense,119.98
2023-05-02,Rent,Expense,119.98
2023-09-10,Travel,Expense,119.98
2023-01-14,Shopping,Expense,119.98
2023-07-04,Food,Expense,119.98
2023-10-11,Travel,Expense,119.98
2023-10-21,Food,Expense,119.98
2023-07-08,Medical,Expense,119.98
2023-08-28,Food,Expense,119.98
2023-10-10,Travel,Expense,119.98
2023-03-08,Food,Expense,119.98
2023-11-10,Shopping,Expense,119.98
2023-02-14,Shopping,Expense,119.98
2023-02-03,Travel,Expense,119.98
2023-06-08,Entertainment,Expense,119.98
2023-07-23,Rent,Expense,119.98
2023-09-03,Entertainment,Expense,119.98
2023-09-27,Food,Expense,119.98
2023-07-30,Travel,Expense,119.98
2023-07-29,Food,Expense,119.98
2023-10-22,Travel,Expense,119.98
2023-02-07,Food,Expense,119.98
2023-03-06,Rent,Expense,119.98
2023-06-12,Travel,Expense,119.98
2023-11-25,Shopping,Expense,119.98
2023-02-07,Rent,Expense,119.98
2023-08-19,Shopping,Expense,119.98
2023-08-27,Rent,Expense,119.98
2023-12-15,Shopping,Expense,119.98
2023-09-22,Rent,Expense,119.98
2023-06-26,Entertainment,Expense,119.98
2023-03-07,Food,Expense,119.98
2023-10-10,Shopping,Expense,119.98
2023-11-24,Food,Expense,119.98
2023-10-28,Travel,Expense,119.98
2023-04-04,Food,Expense,119.98
2023-03-08,Shopping,Expense,119.98
2023-08-10,Rent,Expense,119.98
2023-09-15,Food,Expense,119.98
2023-01-29,Medical,Expense,119.98
2023-03-05,Rent,Expense,119.98
2023-09-23,Travel,Expense,119.98
2023-03-20,Travel,Expense,119.98
2023-06-05,Shopping,Expense,119.98
2023-03-26,Rent,Expense,119.98
2023-03-24,Food,Expense,119.98
2023-06-15,Food,Expense,119.98
2023-12-30,Entertainment,Expense,119.98
2023-04-26,Travel,Expense,119.98
2023-06-27,Rent,Expense,119.98
2023-09-23,Rent,Expense,119.98
2023-05-26,Travel,Expense,119.98
2023-02-10,Entertainment,Expense,119.98
2023-05-09,Food,Expense,119.98
2023-04-11,Travel,Expense,119.98
2023-11-22,Rent,Expense,119.98
2023-10-10,Entertainment,Expense,119.98
2023-05-21,Food,Expense,119.98
2023-03-06,Medical,Expense,119.98
2023-11-17,Entertainment,Expense,119.98
2023-06-05,Travel,Expense,119.98
2023-11-11,Rent,Expense,119.98
2023-10-01,Rent,Expense,119.98
2023-02-17,Entertainment,Expense,119.98
2023-09-15,Shopping,Expense,119.98
2023-11-25,Shopping,Expense,119.98
2023-03-28,Travel,Expense,119.98
2023-10-31,Entertainment,Expense,119.98
2023-10-25,Entertainment,Expense,119.98
2023-03-20,Food,Expense,119.98
2023-03-29,Entertainment,Expense,119.98
2023-12-04,Medical,Expense,119.98
2023-11-16,Medical,Expense,119.98
2023-11-06,Food,Expense,119.98
2023-06-22,Shopping,Expense,119.98
2023-10-16,Rent,Expense,119.98
2023-01-22,Entertainment,Expense,119.98
2023-01-15,Shopping,Expense,119.98
2023-02-11,Travel,Expense,119.98
2023-01-24,Shopping,Expense,119.98
2023-11-25,Food,Expense,119.98
2023-10-23,Entertainment,Expense,119.98
2023-05-16,Travel,Expense,119.98
2023-11-30,Food,Expense,119.98
2023-04-18,Travel,Expense,119.98
2023-10-20,Entertainment,Expense,119.98
2023-08-02,Rent,Expense,119.98
2023-11-13,Shopping,Expense,119.98
2023-11-24,Food,Expense,119.98
2023-01-16,Travel,Expense,119.98
2023-09-12,Shopping,Expense,119.98
2023-11-18,Medical,Expense,119.98
2023-10-07,Food,Expense,119.98
2023-05-29,Rent,Expense,119.98
2023-11-25,Travel,Expense,119.98
2023-06-04,Food,Expense,119.98
2023-09-05,Food,Expense,119.98
2023-05-06,Medical,Expense,119.98
2023-12-17,Entertainment,Expense,119.98
2023-07-27,Rent,Expense,119.98
2023-06-02,Entertainment,Expense,119.98
2023-08-21,Medical,Expense,119.98
2023-02-07,Travel,Expense,119.98
2023-12-19,Shopping,Expense,119.98
2023-01-31,Food,Expense,119.98
2023-03-22,Travel,Expense,119.98
2023-08-14,Travel,Expense,119.98
2023-08-01,Rent,Expense,119.98
2023-09-05,Food,Expense,119.98
2023-08-26,Entertainment,Expense,119.98
2023-04-15,Medical,Expense,119.98
2023-06-24,Shopping,Expense,119.98
2023-11-07,Entertainment,Expense,119.98
2023-03-15,Food,Expense,119.98
2023-06-10,Food,Expense,119.98
2023-06-13,Shopping,Expense,119.98
2023-06-26,Entertainment,Expense,119.98
2023-07-24,Travel,Expense,119.98
2023-03-08,Entertainment,Expense,119.98
2023-07-09,Medical,Expense,119.98
2023-09-21,Food,Expense,119.98
2023-10-15,Travel,Expense,119.98
2023-02-24,Rent,Expense,119.98
2023-06-13,Travel,Expense,119.98
2023-05-04,Shopping,Expense,119.98
2023-08-27,Medical,Expense,119.98
2023-03-04,Entertainment,Expense,119.98
2023-05-17,Shopping,Expense,119.98
2023-08-19,Rent,Expense,119.98
2023-05-07,Entertainment,Expense,119.98
2023-03-14,Travel,Expense,119.98
2023-02-19,Food,Expense,119.98
2023-01-26,Entertainment,Expense,119.98
2023-05-29,Rent,Expense,119.98
2023-07-16,Shopping,Expense,119.98
2023-11-12,Entertainment,Expense,119.98
2023-08-03,Travel,Expense,119.98
2023-05-08,Shopping,Expense,119.98
2023-03-23,Food,Expense,119.98
2023-06-17,Rent,Expense,119.98
2023-10-23,Entertainment,Expense,119.98
2023-06-10,Rent,Expense,119.98
2023-04-08,Medical,Expense,119.98
2023-03-23,Shopping,Expense,119.98
2023-09-13,Medical,Expense,119.98
2023-09-21,Entertainment,Expense,119.98
2023-08-28,Rent,Expense,119.98
2023-09-13,Travel,Expense,119.98
2023-06-07,Medical,Expense,119.98
2023-09-12,Travel,Expense,119.98
2023-01-12,Medical,Expense,119.98
2023-02-16,Shopping,Expense,119.98
2023-07-21,Shopping,Expense,119.98
2023-09-16,Entertainment,Expense,119.98
2023-08-23,Rent,Expense,119.98
2023-05-04,Shopping,Expense,119.98
2023-04-21,Medical,Expense,119.98
2023-10-26,Medical,Expense,119.98
2023-06-30,Travel,Expense,119.98
2023-01-25,Food,Expense,119.98
2023-01-26,Medical,Expense,119.98
2023-05-25,Travel,Expense,119.98
2023-09-11,Rent,Expense,119.98
2023-11-02,Shopping,Expense,119.98
2023-12-01,Shopping,Expense,119.98
2023-12-11,Medical,Expense,119.98
2023-08-29,Shopping,Expense,119.98
2023-05-27,Rent,Expense,119.98
2023-10-02,Food,Expense,119.98
2023-01-05,Entertainment,Expense,119.98
2023-02-25,Medical,Expense,119.98
2023-08-09,Rent,Expense,119.98
2023-03-10,Entertainment,Expense,119.98
2023-05-16,Travel,Expense,119.98
2023-07-07,Food,Expense,119.98
2023-07-26,Medical,Expense,119.98
2023-07-07,Shopping,Expense,119.98
2023-01-24,Medical,Expense,119.98
2023-07-25,Travel,Expense,119.98
2023-01-27,Shopping,Expense,119.98
2023-10-19,Entertainment,Expense,119.98
2023-10-15,Food,Expense,119.98
2023-04-10,Entertainment,Expense,119.98
2023-07-05,Medical,Expense,119.98
2023-10-11,Rent,Expense,119.98
2023-05-28,Travel,Expense,119.98
2023-02-07,Medical,Expense,119.98
2023-07-17,Entertainment,Expense,119.98
2023-09-16,Rent,Expense,119.98
2023-08-19,Medical,Expense,119.98
2023-10-09,Travel,Expense,119.98
2023-05-24,Medical,Expense,119.98
2023-11-16,Shopping,Expense,119.98
2023-12-15,Shopping,Expense,119.98
2023-11-09,Rent,Expense,119.98
2023-03-02,Entertainment,Expense,119.98
2023-03-07,Shopping,Expense,119.98
2023-02-19,Food,Expense,119.98
2023-07-21,Food,Expense,119.98
2023-07-11,Medical,Expense,119.98
2023-06-23,Entertainment,Expense,119.98
2023-10-13,Food,Expense,119.98
2023-07-07,Food,Expense,119.98
2023-03-15,Travel,Expense,119.98
2023-04-12,Travel,Expense,119.98
2023-11-05,Food,Expense,119.98
2023-09-18,Travel,Expense,119.98
2023-07-25,Food,Expense,119.98
2023-09-14,Rent,Expense,119.98
2023-01-21,Travel,Expense,119.98
2023-01-24,Food,Expense,119.98
2023-01-20,Food,Expense,119.98
2023-03-12,Medical,Expense,119.98
2023-06-20,Entertainment,Expense,119.98
2023-08-31,Rent,Expense,119.98
2023-09-23,Entertainment,Expense,119.98
2023-08-22,Rent,Expense,119.98
2023-03-18,Medical,Expense,119.98
2023-11-07,Medical,Expense,119.98
2023-09-21,Entertainment,Expense,119.98
2023-03-13,Medical,Expense,119.98
2023-06-17,Shopping,Expense,119.98
2023-11-10,Food,Expense,119.98
2023-06-13,Shopping,Expense,119.98
2023-03-25,Travel,Expense,119.98
2023-07-21,Medical,Expense,119.98
2023-11-12,Entertainment,Expense,119.98
2023-06-03,Food,Expense,119.98
2023-10-31,Food,Expense,119.98
2023-06-22,Travel,Expense,119.98
2023-09-17,Entertainment,Expense,119.98
2023-09-18,Rent,Expense,119.98
2023-09-30,Food,Expense,119.98
2023-09-08,Rent,Expense,119.98
2023-12-29,Entertainment,Expense,119.98
2023-10-16,Food,Expense,119.98
2023-06-03,Shopping,Expense,119.98
2023-09-01,Medical,Expense,119.98
2023-01-09,Entertainment,Expense,119.98
2023-07-08,Rent,Expense,119.98
2023-06-19,Shopping,Expense,119.98
2023-12-11,Entertainment,Expense,119.98
2023-02-26,Food,Expense,119.98
2023-08-02,Medical,Expense,119.98
2023-10-26,Shopping,Expense,119.98
2023-06-07,Medical,Expense,119.98
2023-12-19,Food,Expense,119.98
2023-11-19,Entertainment,Expense,119.98
2023-01-14,Food,Expense,119.98
2023-11-02,Shopping,Expense,119.98
2023-08-31,Food,Expense,119.98
2023-05-16,Travel,Expense,119.98
2023-12-02,Medical,Expense,119.98
2023-10-24,Food,Expense,119.98
2023-10-23,Food,Expense,119.98
2023-04-27,Entertainment,Expense,119.98
2023-01-27,Travel,Expense,119.98
2023-10-26,Medical,Expense,119.98
2023-09-03,Rent,Expense,119.98
2023-03-29,Travel,Expense,119.98
2023-09-26,Travel,Expense,119.98
2023-11-19,Medical,Expense,119.98
2023-11-14,Entertainment,Expense,119.98
2023-07-14,Travel,Expense,119.98
2023-03-17,Medical,Expense,119.98
2023-12-15,Entertainment,Expense,119.98
2023-05-05,Travel,Expense,119.98
2023-01-17,Medical,Expense,119.98
2023-10-21,Entertainment,Expense,119.98
2023-12-25,Medical,Expense,119.98
2023-02-26,Rent,Expense,119.98
2023-04-08,Entertainment,Expense,119.98
2023-01-10,Food,Expense,119.98
2023-08-14,Entertainment,Expense,119.98
2023-06-10,Medical,Expense,119.98
2023-08-03,Shopping,Expense,119.98
2023-03-19,Entertainment,Expense,119.98
2023-07-31,Rent,Expense,119.98
2023-12-20,Entertainment,Expense,119.98
2023-04-15,Entertainment,Expense,119.98
2023-07-30,Rent,Expense,119.98
2023-09-14,Food,Expense,119.98
2023-11-10,Travel,Expense,119.98
2023-08-30,Travel,Expense,119.98
2023-02-01,Medical,Expense,119.98
2023-12-28,Rent,Expense,119.98
2023-03-12,Medical,Expense,119.98
2023-09-23,Shopping,Expense,119.98
2023-04-17,Entertainment,Expense,119.98
2023-10-15,Travel,Expense,119.98
2023-06-16,Medical,Expense,119.98
2023-12-06,Medical,Expense,119.98
2023-09-02,Rent,Expense,119.98
2023-09-27,Shopping,Expense,119.98
2023-07-12,Shopping,Expense,119.98
2023-06-10,Medical,Expense,119.98
2023-03-30,Shopping,Expense,119.98
2023-08-24,Shopping,Expense,119.98
2023-09-30,Rent,Expense,119.98
2023-06-25,Entertainment,Expense,119.98
2023-10-07,Rent,Expense,119.98
2023-07-01,Entertainment,Expense,119.98
2023-12-13,Shopping,Expense,119.98
2023-12-15,Medical,Expense,119.98
2023-11-26,Travel,Expense,119.98
2023-12-21,Medical,Expense,119.98
2023-05-16,Medical,Expense,119.98
2023-11-09,Travel,Expense,119.98
2023-09-05,Rent,Expense,119.98
2023-04-09,Medical,Expense,119.98
2023-05-07,Entertainment,Expense,119.98
2023-05-23,Shopping,Expense,119.98
2023-10-13,Shopping,Expense,119.98
2023-06-02,Rent,Expense,119.98
2023-04-26,Rent,Expense,119.98
2023-06-02,Rent,Expense,119.98
2023-05-28,Food,Expense,119.98
2023-12-27,Entertainment,Expense,119.98
2023-04-17,Food,Expense,119.98
2023-12-20,Shopping,Expense,119.98
2023-12-27,Medical,Expense,119.98
2023-09-08,Food,Expense,119.98
2023-06-12,Medical,Expense,119.98
2023-09-03,Travel,Expense,119.98
2023-06-28,Shopping,Expense,119.98
2023-10-14,Food,Expense,119.98
2023-05-21,Shopping,Expense,119.98
2023-05-28,Travel,Expense,119.98
2023-03-04,Travel,Expense,119.98
2023-10-21,Shopping,Expense,119.98
2023-12-13,Food,Expense,119.98
2023-10-06,Entertainment,Expense,119.98
