date,description,expense/income,amount
2023-07-21,Refund,Income,61368.0
2023-04-15,Electricity Bill,Expense,1601.0
2023-04-05,Refund,Income,
2023-05-03,Electricity Bill,Expense,5835.0
2023-01-07,Netflix Subscription,Expense,1361.0
2023-03-29,,Income,20089.0
2023-05-07,Medical Store,Expense,4200.0
2023-04-27,,Income,48097.0
2023-08-20,Monthly Salary,Income,53997.0
23-08-2023,Refund,Income,57748.0
2023-02-27,Cashback,Income,73485.0
2023-12-04,Bonus,Income,38869.0
2023-07-04,Cashback,Income,66455.0
2023-11-17,Interest Received,Income,45903.0
2023-06-28,Movie Tickets,Expense,5762.0
2023-10-24,Freelance Payment,Income,15387.0
2023-05-28,Interest Received,Income,55481.0
2023-09-25,Bonus,Income,29690.0
31-05-2023,Freelance Payment,Income,18469.0
06-06-2023,Cashback,Income,74011.0
2023-05-26,Monthly Salary,Income,55903.0
2023-05-19,Cashback,Income,21272.0
2023-08-31,Zomato Order,Expense,463.0
2023-05-14,Interest Received,Income,22863.0
2023-10-24,Interest Received,Income,52268.0
06-06-2023,Amazon Purchase,Expense,2666.0
2023-02-19,Cashback,Income,67264.0
2023-07-01,Refund,Income,71391.0
04-08-2023,Monthly Salary,Income,13463.0
2023-03-07,Bonus,Income,58904.0
2023-03-06,Swiggy Order,Expense,3416.0
13-02-2023,Cashback,Income,17123.0
2023-10-17,Netflix Subscription,Expense,2580.0
2023-01-28,Refund,Income,76954.0
2023-06-04,Interest Received,Income,30286.0
28-02-2023,Medical Store,Expense,1844.0
2023-02-23,Cashback,Income,36777.0
2023-07-27,Swiggy Order,Expense,2656.0
2023-12-03,Cashback,Income,67557.0
2023-03-29,Bonus,Income,41546.0
2023-02-21,Medical Store,Expense,5668.0
2023-08-26,Interest Received,Income,24068.0
2023-01-06,,Income,61043.0
2023-07-01,Refund,Income,15587.0
2023-03-23,Freelance Payment,Income,
2023-07-19,Netflix Subscription,Expense,4501.0
2023-08-24,Refund,Income,54471.0
2023-11-27,Electricity Bill,Expense,758.0
2023-12-04,Uber Ride,Expense,4353.0
04-02-2023,Cashback,Income,62923.0
2023-12-14,Zomato Order,Expense,4291.0
2023-07-16,Fuel Payment,Expense,1625.0
2023-02-07,Cashback,Income,14904.0
2023-02-25,Monthly Salary,Income,52094.0
2023-05-10,Cashback,Income,35653.0
09-04-2023,Uber Ride,Expense,4529.0
2023-01-03,Monthly Salary,Income,28423.0
2023-09-12,Monthly Salary,Income,79226.0
2023-02-04,Cashback,Income,28071.0
2023-06-02,Cashback,Income,77796.0
2023-05-29,Cashback,Income,39362.0
28-05-2023,Monthly Salary,Income,30691.0
13-11-2023,Cashback,Income,62326.0
01-12-2023,Medical Store,Expense,2354.0
2023-03-13,Freelance Payment,Income,17784.0
2023-10-16,Swiggy Order,Expense,797.0
2023-08-02,Swiggy Order,Expense,779.0
2023-05-19,Cashback,Income,26969.0
2023-09-02,Bonus,Income,66559.0
2023-04-11,Swiggy Order,Expense,415.0
2023-07-18,Swiggy Order,Expense,627.0
2023-08-13,Amazon Purchase,Expense,1146.0
2023-01-30,Freelance Payment,Income,67216.0
2023-01-08,,Income,16000.0
25-05-2023,Monthly Salary,Income,33670.0
2023-11-07,Bonus,Income,27002.0
2023-04-16,Zomato Order,Expense,4653.0
2023-07-07,Fuel Payment,Expense,2679.0
2023-12-24,Cashback,Income,51793.0
24-05-2023,Interest Received,Income,73728.0
2023-04-18,Movie Tickets,Expense,4729.0
2023-08-14,Swiggy Order,Expense,5920.0
2023-05-23,Interest Received,Income,45428.0
11-09-2023,Monthly Salary,Income,60323.0
2023-12-04,Bonus,Income,34173.0
2023-11-08,Cashback,Income,13406.0
2023-01-15,Freelance Payment,Income,38382.0
2023-02-25,Amazon Purchase,Expense,667.0
2023-08-26,Electricity Bill,Expense,4580.0
2023-08-28,Electricity Bill,Expense,3323.0
21-05-2023,Swiggy Order,Expense,5791.0
2023-11-12,Freelance Payment,Income,15060.0
2023-03-05,Refund,Income,11617.0
14-08-2023,Uber Ride,Expense,341.0
29-07-2023,Refund,Income,38553.0
2023-08-14,Grocery Store,Expense,724.0
2023-03-31,Medical Store,Expense,5363.0
2023-12-17,Monthly Salary,Income,34150.0
2023-05-13,Cashback,Income,17970.0
2023-11-04,Freelance Payment,Income,15863.0
2023-04-15,Monthly Salary,Income,41061.0
2023-05-25,Interest Received,Income,65898.0
2023-08-29,Freelance Payment,Income,59114.0
30-10-2023,Freelance Payment,Income,29669.0
2023-10-25,Cashback,Income,76608.0
2023-07-15,Grocery Store,Expense,1429.0
2023-10-03,Bonus,Income,64798.0
2023-09-26,Swiggy Order,Expense,5600.0
2023-06-18,Cashback,Income,41985.0
2023-12-21,Medical Store,Expense,1145.0
16-09-2023,Netflix Subscription,Expense,4791.0
2023-04-28,Bonus,Income,64899.0
2023-12-12,Movie Tickets,Expense,3539.0
2023-02-11,Freelance Payment,Income,25461.0
2023-04-03,Interest Received,Income,35965.0
2023-02-21,Freelance Payment,Income,71585.0
2023-03-09,Refund,Income,19570.0
2023-12-23,Interest Received,Income,62732.0
2023-02-25,Netflix Subscription,Expense,5251.0
2023-11-19,Freelance Payment,Income,63592.0
2023-10-29,Medical Store,Expense,1702.0
2023-12-12,Swiggy Order,Expense,3230.0
2023-02-19,Cashback,Income,46608.0
2023-08-07,Cashback,Income,76614.0
2023-08-09,Bonus,Income,37614.0
2023-03-02,Monthly Salary,Income,31704.0
2023-11-07,Bonus,Income,44003.0
2023-09-18,Uber Ride,Expense,4723.0
2023-01-04,Cashback,Income,35576.0
2023-08-07,Electricity Bill,Expense,4878.0
2023-08-16,Freelance Payment,Income,25720.0
2023-07-01,Bonus,Income,25264.0
2023-06-21,Zomato Order,Expense,4353.0
2023-01-20,Monthly Salary,Income,51262.0
2023-12-05,Netflix Subscription,Expense,4772.0
2023-03-12,Refund,Income,
2023-09-06,Fuel Payment,Expense,1440.0
2023-09-22,Fuel Payment,Expense,926.0
2023-11-09,,Expense,4768.0
2023-11-23,Freelance Payment,Income,40764.0
2023-12-09,Freelance Payment,Income,48288.0
2023-02-19,Netflix Subscription,Expense,2620.0
2023-06-16,Electricity Bill,Expense,3863.0
2023-12-23,Freelance Payment,Income,55557.0
2023-01-15,Interest Received,Income,40783.0
2023-05-14,Interest Received,Income,52361.0
2023-05-18,Interest Received,Income,17160.0
2023-04-24,Monthly Salary,Income,63714.0
2023-03-08,Refund,Income,53212.0
2023-06-30,Interest Received,Income,53684.0
2023-03-22,Cashback,Income,36009.0
2023-06-19,Freelance Payment,Income,59005.0
2023-09-27,Monthly Salary,Income,12625.0
2023-04-28,Bonus,Income,13177.0
2023-12-02,Zomato Order,Expense,3295.0
2023-12-27,Zomato Order,Expense,4332.0
2023-02-18,,Income,29902.0
2023-08-06,Grocery Store,Expense,2851.0
2023-07-12,Bonus,Income,71787.0
2023-12-26,Cashback,Income,47279.0
2023-07-10,,Income,61595.0
2023-04-29,Grocery Store,Expense,3455.0
2023-02-18,Freelance Payment,Income,20962.0
2023-07-26,Cashback,Income,28524.0
2023-09-10,Cashback,Income,17724.0
2023-01-03,Bonus,Income,63285.0
2023-11-30,Interest Received,Income,51027.0
2023-02-23,Cashback,Income,20673.0
2023-03-27,Monthly Salary,Income,25922.0
2023-09-26,Amazon Purchase,Expense,5329.0
2023-03-02,Amazon Purchase,Expense,
2023-11-11,Refund,Income,52255.0
2023-11-11,Freelance Payment,Income,36799.0
2023-03-11,Interest Received,Income,53276.0
29-08-2023,Netflix Subscription,Expense,1431.0
2023-10-03,Fuel Payment,Expense,968.0
2023-11-22,Cashback,Income,55934.0
2023-10-27,Bonus,Income,65858.0
2023-02-09,Freelance Payment,Income,36553.0
2023-03-06,Bonus,Income,23411.0
2023-11-12,Freelance Payment,Income,46338.0
2023-11-11,Bonus,Income,21971.0
2023-03-12,Freelance Payment,Income,16840.0
2023-05-04,Freelance Payment,Income,25374.0
2023-06-12,Interest Received,Income,78417.0
2023-12-31,Uber Ride,Expense,2475.0
2023-10-13,Refund,Income,25760.0
2023-06-27,Netflix Subscription,Expense,5688.0
2023-01-06,Bonus,Income,33462.0
2023-07-08,Cashback,Income,22334.0
2023-11-25,,Income,46038.0
2023-10-20,Freelance Payment,Income,17500.0
2023-03-30,Grocery Store,Expense,4216.0
2023-11-10,Zomato Order,Expense,436.0
2023-01-29,Bonus,Income,25653.0
2023-12-02,Movie Tickets,Expense,1790.0
2023-10-28,Freelance Payment,Income,32179.0
2023-12-08,,Income,64575.0
2023-02-12,Cashback,Income,44948.0
2023-11-22,Refund,Income,32671.0
2023-03-02,,Expense,3072.0
2023-03-01,Cashback,Income,21555.0
2023-03-28,Freelance Payment,Income,12635.0
2023-06-07,Monthly Salary,Income,42339.0
08-06-2023,Bonus,Income,27397.0
2023-04-26,Uber Ride,Expense,3591.0
16-05-2023,Freelance Payment,Income,67619.0
2023-01-19,Refund,Income,32344.0
2023-06-27,Cashback,Income,66866.0
2023-10-10,Netflix Subscription,Expense,4326.0
14-05-2023,Fuel Payment,Expense,4031.0
2023-10-28,Bonus,Income,71242.0
2023-11-19,Monthly Salary,Income,23711.0
2023-02-21,Medical Store,Expense,5507.0
2023-08-13,Cashback,Income,12850.0
2023-05-05,Interest Received,Income,72072.0
2023-04-30,Refund,Income,15259.0
2023-10-23,Amazon Purchase,Expense,2406.0
2023-04-12,Freelance Payment,Income,78692.0
2023-02-16,Refund,Income,17051.0
2023-01-01,Medical Store,Expense,3973.0
2023-04-15,Freelance Payment,Income,40957.0
2023-01-03,Movie Tickets,Expense,3265.0
2023-08-30,Refund,Income,37851.0
2023-03-10,Zomato Order,Expense,2807.0
2023-11-02,Refund,Income,65652.0
2023-04-24,Refund,Income,13525.0
2023-11-09,Freelance Payment,Income,10208.0
2023-01-23,Bonus,Income,34637.0
2023-05-26,Refund,Income,29758.0
2023-04-02,Electricity Bill,Expense,3654.0
2023-12-18,Medical Store,Expense,3036.0
2023-10-22,Swiggy Order,Expense,1254.0
2023-07-25,,Expense,5690.0
2023-09-15,Refund,Income,69017.0
2023-04-02,Cashback,Income,24637.0
2023-06-22,Refund,Income,10911.0
11-08-2023,Movie Tickets,Expense,3927.0
2023-11-03,Interest Received,Income,16563.0
2023-10-05,Freelance Payment,Income,13084.0
2023-11-02,Interest Received,Income,14668.0
01-10-2023,Amazon Purchase,Expense,888.0
2023-08-23,Amazon Purchase,Expense,3029.0
21-01-2023,Refund,Income,70085.0
2023-07-15,Refund,Income,23254.0
2023-04-05,Electricity Bill,Expense,383.0
2023-03-01,Monthly Salary,Income,66811.0
2023-12-22,Cashback,Income,41949.0
2023-05-22,Interest Received,Income,34341.0
2023-01-03,Bonus,Income,45740.0
2023-11-03,Bonus,Income,70613.0
2023-06-16,Bonus,Income,
2023-11-22,Cashback,Income,65150.0
2023-06-24,Cashback,Income,
2023-03-29,Medical Store,Expense,5915.0
2023-10-15,Cashback,Income,73771.0
2023-06-11,Cashback,Income,48249.0
2023-10-17,Cashback,Income,56088.0
2023-09-09,,Expense,4758.0
2023-02-19,Interest Received,Income,26186.0
2023-07-25,Freelance Payment,Income,30855.0
2023-11-19,Cashback,Income,57602.0
2023-07-20,Netflix Subscription,Expense,4562.0
2023-03-22,Freelance Payment,Income,68911.0
2023-12-02,Cashback,Income,70820.0
2023-04-07,Amazon Purchase,Expense,3561.0
2023-11-03,Cashback,Income,20552.0
2023-10-19,,Income,31818.0
2023-07-19,Swiggy Order,Expense,5558.0
2023-03-31,Uber Ride,Expense,2160.0
2023-04-16,Uber Ride,Expense,453.0
2023-08-25,Interest Received,Income,33183.0
2023-05-06,Freelance Payment,Income,30875.0
2023-07-28,,Expense,5744.0
2023-10-03,Zomato Order,Expense,2330.0
2023-09-04,Movie Tickets,Expense,3792.0
2023-07-24,Refund,Income,57628.0
2023-03-16,Interest Received,Income,23582.0
2023-07-31,Zomato Order,Expense,3202.0
2023-06-18,Interest Received,Income,22730.0
2023-06-25,Interest Received,Income,44078.0
01-11-2023,Refund,Income,46083.0
2023-10-16,Monthly Salary,Income,58608.0
2023-09-01,Bonus,Income,49943.0
2023-07-16,Uber Ride,Expense,2594.0
2023-05-13,Cashback,Income,11581.0
2023-06-26,Cashback,Income,32335.0
2023-11-28,Cashback,Income,73602.0
2023-02-03,Interest Received,Income,
2023-11-29,Freelance Payment,Income,25675.0
2023-04-27,Refund,Income,78697.0
17-09-2023,Refund,Income,53190.0
2023-01-29,Refund,Income,20413.0
2023-04-27,Refund,Income,42124.0
2023-02-16,Cashback,Income,46369.0
2023-04-17,Uber Ride,Expense,698.0
2023-06-13,Interest Received,Income,16695.0
2023-02-21,Interest Received,Income,35873.0
2023-08-09,Cashback,Income,
2023-01-01,Refund,Income,69802.0
2023-09-05,Refund,Income,76491.0
2023-12-14,Movie Tickets,Expense,2455.0
2023-09-18,Bonus,Income,51839.0
2023-08-15,Interest Received,Income,22395.0
2023-04-20,Fuel Payment,Expense,2098.0
2023-11-09,Interest Received,Income,49329.0
2023-03-22,Fuel Payment,Expense,1607.0
2023-05-18,Interest Received,Income,64645.0
2023-06-20,Freelance Payment,Income,50138.0
02-08-2023,Electricity Bill,Expense,3423.0
2023-08-22,Amazon Purchase,Expense,1346.0
2023-05-31,Bonus,Income,43545.0
2023-04-21,Interest Received,Income,36142.0
2023-09-03,Monthly Salary,Income,52661.0
2023-12-19,Monthly Salary,Income,61126.0
21-02-2023,Grocery Store,Expense,685.0
2023-08-30,Interest Received,Income,24553.0
2023-10-29,Amazon Purchase,Expense,1432.0
2023-10-13,Bonus,Income,44172.0
2023-12-25,,Income,18913.0
2023-04-05,Interest Received,Income,38155.0
2023-05-11,Bonus,Income,43951.0
2023-01-25,Amazon Purchase,Expense,4184.0
2023-08-12,Freelance Payment,Income,
2023-05-25,Netflix Subscription,Expense,4230.0
2023-09-30,Cashback,Income,24723.0
2023-02-07,Cashback,Income,35020.0
2023-11-30,Interest Received,Income,29949.0
2023-01-11,Interest Received,Income,66675.0
2023-04-26,Interest Received,Income,
2023-09-30,Cashback,Income,52810.0
2023-03-20,Grocery Store,Expense,4925.0
2023-11-05,Monthly Salary,Income,
2023-06-11,Freelance Payment,Income,52920.0
2023-04-30,Uber Ride,Expense,2420.0
2023-03-05,Bonus,Income,67624.0
14-07-2023,Refund,Income,37339.0
2023-02-17,Interest Received,Income,26338.0
2023-03-03,Cashback,Income,37477.0
2023-02-16,Netflix Subscription,Expense,1923.0
2023-01-04,Monthly Salary,Income,12116.0
2023-02-03,Monthly Salary,Income,50629.0
30-08-2023,Zomato Order,Expense,3392.0
2023-04-01,Netflix Subscription,Expense,2239.0
2023-02-01,Refund,Income,15110.0
2023-03-22,Freelance Payment,Income,64378.0
2023-07-06,Bonus,Income,33804.0
2023-11-17,Interest Received,Income,62907.0
2023-01-15,Swiggy Order,Expense,2916.0
2023-11-03,Interest Received,Income,59418.0
2023-08-03,Freelance Payment,Income,22074.0
2023-03-10,Interest Received,Income,67726.0
2023-03-07,,Expense,2304.0
2023-09-10,Refund,Income,72624.0
2023-04-26,Fuel Payment,Expense,1368.0
2023-05-08,Electricity Bill,Expense,1062.0
2023-12-09,Freelance Payment,Income,70574.0
2023-06-17,Freelance Payment,Income,27263.0
20-11-2023,Swiggy Order,Expense,3354.0
2023-03-24,Bonus,Income,41172.0
2023-08-20,Freelance Payment,Income,63170.0
2023-12-02,Interest Received,Income,46609.0
2023-10-09,Uber Ride,Expense,4192.0
2023-08-07,Cashback,Income,57896.0
2023-03-03,Fuel Payment,Expense,1110.0
2023-09-16,Freelance Payment,Income,20874.0
2023-04-24,Movie Tickets,Expense,5775.0
2023-10-16,Cashback,Income,29892.0
2023-03-27,Freelance Payment,Income,79582.0
2023-03-19,Refund,Income,39656.0
2023-06-01,Fuel Payment,Expense,3483.0
03-06-2023,Interest Received,Income,27841.0
2023-01-31,Freelance Payment,Income,18757.0
2023-07-20,Bonus,Income,41780.0
2023-02-06,Bonus,Income,55928.0
2023-12-11,Amazon Purchase,Expense,4999.0
2023-03-02,Freelance Payment,Income,
2023-06-02,Cashback,Income,67445.0
2023-05-20,Bonus,Income,54744.0
2023-08-07,Freelance Payment,Income,71148.0
2023-09-25,Medical Store,Expense,2040.0
2023-12-07,Grocery Store,Expense,2176.0
2023-05-22,Swiggy Order,Expense,2495.0
12-02-2023,Refund,Income,56748.0
2023-08-11,Grocery Store,Expense,5042.0
2023-11-07,Refund,Income,59259.0
2023-02-20,Grocery Store,Expense,5464.0
2023-07-21,Freelance Payment,Income,65290.0
2023-01-20,Interest Received,Income,78519.0
2023-04-21,Amazon Purchase,Expense,410.0
2023-01-15,Monthly Salary,Income,64020.0
2023-05-22,Netflix Subscription,Expense,2237.0
2023-04-18,Refund,Income,31049.0
2023-09-13,Amazon Purchase,Expense,1609.0
2023-06-12,Refund,Income,39828.0
2023-11-24,Refund,Income,75168.0
2023-08-13,Refund,Income,54171.0
2023-04-08,Netflix Subscription,Expense,
2023-10-03,Movie Tickets,Expense,4786.0
2023-05-15,Monthly Salary,Income,63036.0
2023-05-31,Bonus,Income,23582.0
2023-05-06,Fuel Payment,Expense,534.0
2023-04-23,Medical Store,Expense,5894.0
2023-05-05,Bonus,Income,48901.0
2023-10-18,Medical Store,Expense,4715.0
2023-05-14,Interest Received,Income,60738.0
2023-05-01,Electricity Bill,Expense,3186.0
2023-10-03,Bonus,Income,42361.0
2023-02-23,Cashback,Income,51089.0
2023-08-27,Refund,Income,39355.0
2023-02-03,Medical Store,Expense,3773.0
2023-09-02,Cashback,Income,55561.0
2023-10-19,Monthly Salary,Income,46187.0
2023-12-27,,Expense,3729.0
2023-06-19,Refund,Income,49932.0
2023-12-15,Amazon Purchase,Expense,4620.0
2023-10-28,Swiggy Order,Expense,3135.0
2023-04-10,Movie Tickets,Expense,1520.0
2023-11-29,Bonus,Income,13864.0
2023-12-25,Zomato Order,Expense,4902.0
04-04-2023,Refund,Income,54996.0
2023-05-14,Freelance Payment,Income,34191.0
2023-02-18,Refund,Income,69208.0
2023-02-18,Cashback,Income,58909.0
2023-01-15,Swiggy Order,Expense,2708.0
2023-11-22,Monthly Salary,Income,34704.0
2023-11-04,Freelance Payment,Income,30273.0
2023-01-16,Bonus,Income,68340.0
2023-05-30,Zomato Order,Expense,2753.0
2023-04-09,Uber Ride,Expense,4276.0
2023-07-19,Medical Store,Expense,4689.0
2023-03-14,Zomato Order,Expense,3195.0
2023-09-03,Amazon Purchase,Expense,680.0
2023-02-16,Grocery Store,Expense,4458.0
2023-07-21,Cashback,Income,78376.0
2023-05-30,Bonus,Income,35957.0
2023-02-23,Monthly Salary,Income,74387.0
2023-12-17,Interest Received,Income,47643.0
2023-11-25,Monthly Salary,Income,32722.0
2023-04-07,,Income,60449.0
2023-09-26,Refund,Income,76633.0
2023-08-23,Monthly Salary,Income,22930.0
2023-04-16,Zomato Order,Expense,4257.0
29-05-2023,Interest Received,Income,25247.0
2023-04-27,Freelance Payment,Income,61107.0
2023-12-09,Uber Ride,Expense,5293.0
2023-05-20,Electricity Bill,Expense,5552.0
2023-09-07,Interest Received,Income,34837.0
2023-03-07,Monthly Salary,Income,68868.0
2023-02-04,Monthly Salary,Income,74033.0
2023-05-26,Freelance Payment,Income,62193.0
2023-04-14,Monthly Salary,Income,61761.0
2023-08-29,Bonus,Income,14678.0
2023-05-04,Interest Received,Income,18834.0
2023-12-06,Interest Received,Income,15380.0
19-10-2023,Fuel Payment,Expense,558.0
2023-08-25,Freelance Payment,Income,55890.0
2023-02-02,Bonus,Income,76269.0
2023-02-05,Refund,Income,67741.0
2023-01-30,Bonus,Income,51622.0
2023-06-14,Monthly Salary,Income,32271.0
2023-01-02,Bonus,Income,
2023-01-19,Zomato Order,Expense,5346.0
2023-05-25,Interest Received,Income,60600.0
2023-06-26,Bonus,Income,42773.0
2023-04-25,Bonus,Income,57203.0
2023-07-08,Interest Received,Income,31013.0
2023-07-25,Monthly Salary,Income,39751.0
2023-08-24,Interest Received,Income,64752.0
2023-03-10,Freelance Payment,Income,62282.0
2023-08-26,Bonus,Income,57633.0
2023-08-29,Electricity Bill,Expense,1357.0
2023-04-22,Grocery Store,Expense,1833.0
2023-01-13,Movie Tickets,Expense,3828.0
2023-11-25,Freelance Payment,Income,30428.0
2023-03-08,Amazon Purchase,Expense,2212.0
13-12-2023,Cashback,Income,14627.0
2023-06-19,,Income,16914.0
2023-06-07,Bonus,Income,37919.0
2023-09-01,Cashback,Income,68538.0
2023-03-25,Cashback,Income,29925.0
2023-12-25,Bonus,Income,71547.0
16-08-2023,Zomato Order,Expense,1401.0
2023-01-11,Interest Received,Income,32342.0
2023-08-18,Medical Store,Expense,1689.0
2023-02-13,Grocery Store,Expense,2983.0
2023-02-26,Freelance Payment,Income,29593.0
2023-07-01,Netflix Subscription,Expense,880.0
2023-03-28,,Expense,3622.0
2023-09-08,Cashback,Income,13072.0
2023-08-10,Refund,Income,68842.0
2023-06-20,Refund,Income,20517.0
21-10-2023,Cashback,Income,
2023-12-23,Interest Received,Income,45426.0
2023-03-09,Interest Received,Income,54843.0
2023-08-19,Medical Store,Expense,882.0
2023-01-12,Freelance Payment,Income,24879.0
2023-03-20,Zomato Order,Expense,732.0
2023-01-07,Monthly Salary,Income,
2023-11-20,Monthly Salary,Income,70393.0
2023-04-13,Zomato Order,Expense,1336.0
2023-12-18,Zomato Order,Expense,
2023-09-01,Freelance Payment,Income,35249.0
2023-10-31,Uber Ride,Expense,5739.0
2023-05-15,Monthly Salary,Income,35915.0
2023-04-07,Refund,Income,19932.0
2023-11-04,Bonus,Income,48891.0
29-09-2023,Freelance Payment,Income,41558.0
01-02-2023,Electricity Bill,Expense,729.0
2023-02-10,Cashback,Income,66373.0
2023-12-24,Zomato Order,Expense,3161.0
2023-08-19,Electricity Bill,Expense,2813.0
2023-10-07,Electricity Bill,Expense,2767.0
2023-08-27,Monthly Salary,Income,63704.0
2023-08-20,Interest Received,Income,70868.0
2023-07-15,Swiggy Order,Expense,2794.0
2023-03-19,Monthly Salary,Income,32646.0
2023-06-22,Interest Received,Income,45506.0
2023-09-07,Cashback,Income,34896.0
2023-06-30,Bonus,Income,17832.0
2023-05-01,Interest Received,Income,28543.0
2023-06-07,Interest Received,Income,
2023-11-03,Cashback,Income,25970.0
2023-10-17,Refund,Income,58439.0
2023-12-19,Interest Received,Income,52755.0
2023-06-24,Medical Store,Expense,4746.0
2023-12-29,Bonus,Income,40005.0
2023-06-10,Interest Received,Income,12542.0
2023-09-09,Cashback,Income,79367.0
2023-04-09,Electricity Bill,Expense,3391.0
21-11-2023,Monthly Salary,Income,39272.0
2023-06-13,Cashback,Income,45750.0
2023-11-02,Bonus,Income,34667.0
2023-05-25,Bonus,Income,76077.0
2023-03-15,Monthly Salary,Income,36770.0
2023-03-17,Interest Received,Income,70940.0
2023-05-21,Interest Received,Income,24122.0
2023-06-15,Freelance Payment,Income,26847.0
2023-06-11,Cashback,Income,28579.0
2023-07-22,,Income,52452.0
19-09-2023,Refund,Income,15161.0
2023-03-19,Zomato Order,Expense,1346.0
23-06-2023,Monthly Salary,Income,56803.0
2023-08-02,Interest Received,Income,78770.0
2023-03-23,Monthly Salary,Income,68785.0
13-10-2023,Fuel Payment,Expense,5799.0
2023-04-30,Interest Received,Income,38704.0
2023-12-10,Netflix Subscription,Expense,5396.0
09-10-2023,Monthly Salary,Income,64386.0
2023-06-28,Bonus,Income,10937.0
02-10-2023,Bonus,Income,29956.0
2023-07-18,Freelance Payment,Income,76962.0
2023-07-21,Freelance Payment,Income,44123.0
2023-07-27,,Income,77083.0
2023-04-13,Monthly Salary,Income,36946.0
2023-07-04,Fuel Payment,Expense,2685.0
08-06-2023,Freelance Payment,Income,13121.0
2023-06-17,Fuel Payment,Expense,3383.0
2023-12-08,Interest Received,Income,47400.0
2023-01-06,Monthly Salary,Income,16557.0
19-02-2023,Amazon Purchase,Expense,1506.0
2023-02-08,Interest Received,Income,58866.0
2023-03-14,Swiggy Order,Expense,2674.0
2023-12-16,Fuel Payment,Expense,5415.0
2023-02-14,Uber Ride,Expense,
2023-01-12,Refund,Income,45398.0
2023-12-14,Bonus,Income,62106.0
2023-10-23,Interest Received,Income,11739.0
2023-04-14,Electricity Bill,Expense,4125.0
2023-01-01,Bonus,Income,68718.0
2023-04-29,Interest Received,Income,74032.0
2023-08-30,Zomato Order,Expense,3937.0
2023-06-14,Refund,Income,29096.0
2023-05-30,Interest Received,Income,55539.0
2023-02-14,Movie Tickets,Expense,3736.0
2023-10-04,Netflix Subscription,Expense,3892.0
2023-11-03,Cashback,Income,29012.0
2023-12-21,Cashback,Income,36976.0
2023-02-23,Movie Tickets,Expense,4456.0
2023-09-08,Bonus,Income,53895.0
2023-12-03,Movie Tickets,Expense,4485.0
2023-04-26,Interest Received,Income,23949.0
2023-02-25,Bonus,Income,76127.0
2023-06-05,Electricity Bill,Expense,3526.0
2023-01-16,Bonus,Income,
2023-08-20,Refund,Income,43218.0
2023-11-02,Interest Received,Income,
2023-11-22,Interest Received,Income,72710.0
2023-01-16,Monthly Salary,Income,56071.0
2023-12-19,Cashback,Income,65404.0
2023-01-20,Medical Store,Expense,3312.0
2023-05-06,Electricity Bill,Expense,879.0
2023-05-04,Medical Store,Expense,2963.0
2023-04-21,Cashback,Income,69139.0
2023-09-17,Cashback,Income,13700.0
2023-05-10,Refund,Income,16385.0
2023-01-21,Medical Store,Expense,1533.0
2023-04-12,Bonus,Income,20069.0
12-07-2023,Refund,Income,33151.0
2023-04-28,Refund,Income,74664.0
2023-03-09,Zomato Order,Expense,1340.0
09-08-2023,Medical Store,Expense,5925.0
31-08-2023,Refund,Income,64869.0
2023-12-07,Monthly Salary,Income,44442.0
2023-02-14,Bonus,Income,31233.0
02-09-2023,Movie Tickets,Expense,2354.0
2023-04-29,Amazon Purchase,Expense,525.0
2023-01-31,Interest Received,Income,
2023-06-05,Freelance Payment,Income,11160.0
2023-12-06,Interest Received,Income,34728.0
2023-03-16,Interest Received,Income,19295.0
2023-10-17,Zomato Order,Expense,794.0
2023-05-15,Refund,Income,39536.0
2023-04-09,Netflix Subscription,Expense,426.0
2023-03-07,Grocery Store,Expense,2040.0
2023-03-22,Amazon Purchase,Expense,5404.0
02-08-2023,Monthly Salary,Income,14051.0
2023-07-09,Bonus,Income,15236.0
2023-06-07,Freelance Payment,Income,52872.0
2023-08-29,Refund,Income,27991.0
2023-02-02,Movie Tickets,Expense,5372.0
2023-06-10,Freelance Payment,Income,39863.0
2023-04-09,Bonus,Income,50153.0
2023-11-10,Freelance Payment,Income,34687.0
2023-12-31,Freelance Payment,Income,57380.0
2023-05-30,Cashback,Income,25363.0
2023-07-11,Freelance Payment,Income,75136.0
2023-03-16,Cashback,Income,54747.0
02-01-2023,Interest Received,Income,61521.0
2023-10-26,Medical Store,Expense,4710.0
2023-11-18,Freelance Payment,Income,66060.0
2023-04-03,Interest Received,Income,28314.0
2023-02-25,Swiggy Order,Expense,2472.0
2023-01-21,Refund,Income,36855.0
2023-05-26,,Income,46329.0
2023-05-02,Cashback,Income,56340.0
2023-04-15,Bonus,Income,60236.0
2023-09-06,Cashback,Income,45353.0
2023-03-30,Bonus,Income,31711.0
2023-10-24,,Income,67041.0
2023-07-29,Fuel Payment,Expense,871.0
2023-01-12,Interest Received,Income,59828.0
2023-06-25,Interest Received,Income,78673.0
2023-03-15,Interest Received,Income,58884.0
2023-04-17,Interest Received,Income,62953.0
2023-07-14,Refund,Income,40263.0
2023-11-27,,Income,41991.0
15-07-2023,Interest Received,Income,57123.0
2023-06-28,Interest Received,Income,43413.0
2023-10-27,Interest Received,Income,38722.0
2023-01-25,Monthly Salary,Income,57785.0
09-05-2023,Monthly Salary,Income,16562.0
2023-05-23,Electricity Bill,Expense,3770.0
